date, title, edition, archive, filename, search term, sequence
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083661.34.xml,scotland,"['will', 'do', 'much', 'more', 'by', 'the', 'addition', 'of', 'manure', 'in', 'scotland', 'it', 'is', 'the', 'universal', 'practice', 'to', 'dung', 'lands', 'that', 'are']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083674.34.xml,scotland,"['experience', 'and', 'agreeable', 'to', 'the', 'pfaice', 'in', 'those', 'parts', 'of', 'scotland', 'where', 'lime', 'is', 'most', 'used', 'when', 'employed', 'for', 'the', 'purpose']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083674.34.xml,scotland,"['exhausting', 'too', 'much', 'of', 'the', 'vegetable', 'food', 'the', 'lands', 'in', 'scotland', 'capable', 'of', 'the', 'greatefi', 'improvement', 'by', 'lime', 'are', 'the', 'outfield']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083687.34.xml,scotland,"['been', 'long', 'used', 'as', 'manures', 'are', 'among', 'the', 'richest', 'in', 'scotland', 'and', 'have', 'been', 'kept', 'almost', 'constantly', 'in', 'tillage', 'vol', 'i']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083700.34.xml,scotland,"['most', 'proper', 'for', 'each', 'kind', 'the', 'foils', 'most', 'common', 'in', 'scotland', 'are', 'the', 'black', 'loamy', 'the', 'clay', 'the', 'sandy', 'and', 'the']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083752.34.xml,scotland,"['condruftion', 'and', 'particular', 'uses', 'i', 'of', 'the', 'scots', 'plough', 'in', 'scotland', 'this', 'plough', 'is', 'dill', 'the', 'mod', 'common', 'and', 'the', 'mod']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083778.34.xml,scotland,"['repeated', 'trials', 'by', 'those', 'who', 'attempted', 'to', 'use', 'it', 'in', 'scotland', 'they', 'have', 'been', 'obliged', 'to', 'give', 'it', 'up', 'so', 'many']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083778.34.xml,scotland,"['cenfequently', 'more', 'easily', 'drawn', 'than', 'any', 'other', 'plough', 'used', 'in', 'scotland', 'and', 'as', 'it', 'is', 'hotter', 'the', 'friction', 'is', 'also', 'diminiffied']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083817.34.xml,scotland,"['ploughing', 'lee', 'or', 'opening', 'up', 'grassgrounds', 'the', 'common', 'pradtice', 'in', 'scotland', 'is', 'to', 'plough', 'it', 'as', 'shallow', 'and', 'narrow', 'as', 'pofiible']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083830.34.xml,scotland,"['horse', 'is', 'sufficient', 'to', 'draw', 'the', 'harrow', 'commonly', 'used', 'in', 'scotland', 'sometimes', 'two', 'of', 'them', 'go', 'abreast', 'and', 'sometimes', 'three', 'when']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083830.34.xml,scotland,"['two', 'pair', 'there', 'are', 'several', 'kinds', 'of', 'harrows', 'used', 'in', 'scotland', 'the', 'common', 'one', 'is', 'so', 'well', 'known', 'that', 'it', 'needs']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083856.34.xml,scotland,"['wheat', 'be', 'the', 'moll', 'valuable', 'grain', 'that', 'is', 'cultivated', 'in', 'scotland', 'there', 'are', 'many', 'places', 'where', 'it', 'cannot', 'be', 'sown', 'with']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083856.34.xml,scotland,"['writers', 'mention', 'about', 'or', 'different', 'kinds', 'of', 'wheat', 'but', 'in', 'scotland', 'we', 'seldom', 'use', 'more', 'than', 'two', 'viz', 'the', 'white', 'and']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083856.34.xml,scotland,"['quantity', 'of', 'flour', 'the', 'white', 'wheat', 'most', 'commonly', 'used', 'in', 'scotland', 'is', 'not', 'a', 'particular', 'species', 'but', 'a', 'mixture', 'of', 'all']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083856.34.xml,scotland,"['of', 'such', 'kinds', 'as', 'are', 'found', 'to', 'succeed', 'bell', 'in', 'scotland', 'wheat', 'is', 'commonly', 'sown', 'either', 'upon', 'land', 'that', 'has', 'been']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083856.34.xml,scotland,"['the', 'former', 'it', 'is', 'generally', 'sown', 'in', 'august', 'however', 'in', 'scotland', 'we', 'sow', 'wheat', 'from', 'the', 'beginning', 'of', 'augult', 'till', 'the']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083856.34.xml,scotland,"['more', 'easily', 'to', 'the', 'furrows', 'hence', 'the', 'old', 'praftice', 'in', 'scotland', 'of', 'cleaving', 'for', 'pease', 'and', 'gathering', 'for', 'wheat', 'was', 'well']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083869.34.xml,scotland,"['there', 'is', 'hardly', 'a', 'good', 'market', 'for', 'this', 'grain', 'in', 'scotland', 'it', 'is', 'but', 'jittle', 'cultivated', 'in', 'some', 'places', 'the', 'land']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083869.34.xml,scotland,"['of', 'barley', 'there', 'are', 'four', 'kinds', 'of', 'barley', 'used', 'in', 'scotland', 'the', 'common', 'barley', 'the', 'lincolnshire', 'barley', 'the', 'highland', 'barley', 'more']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083869.34.xml,scotland,"['crop', 'intervening', 'two', 'ploughings', 'are', 'sufficient', 'as', 'our', 'summers', 'in', 'scotland', 'are', 'fbmetimes', 'very', 'wet', 'barleyland', 'should', 'be', 'waterfurrowed', 'and', 'drefied']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083869.34.xml,scotland,"['other', 'grain', 'there', 'are', 'three', 'kinds', 'of', 'oats', 'used', 'in', 'scotland', 'the', 'white', 'the', 'black', 'and', 'the', 'grey', 'the', 'white', 'is']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083882.34.xml,scotland,"['the', 'plough', 'there', 'are', 'two', 'kinds', 'of', 'pease', 'cultivated', 'in', 'scotland', 'the', 'white', 'and', 'the', 'grey', 'the', 'white', 'is', 'njoft', 'common']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083895.34.xml,scotland,"['pea', 'and', 'therefore', 'requires', 'a', 'deeper', 'soil', 'the', 'lands', 'in', 'scotland', 'wdiere', 'beans', 'are', 'moll', 'commonly', 'sown', 'and', 'where', 'they', 'succeed']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083895.34.xml,scotland,"['the', 'moll', 'common', 'of', 'all', 'the', 'artificial', 'grades', 'cultivated', 'in', 'scotland', 'and', 'not', 'the', 'icall', 'valuable', 'it', 'is', 'a', 'fibrousrooted', 'plant']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083895.34.xml,scotland,"['this', 'plant', 'there', 'arc', 'several', 'kinds', 'of', 'clover', 'cultivated', 'in', 'scotland']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083908.34.xml,scotland,"['autumn', 'it', 'has', 'frequently', 'been', 'tried', 'at', 'this', 'fleafon', 'in', 'scotland', 'without', 'success', 'when', 'flown', 'in', 'spring', 'it', 'anivers', 'much', 'better']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083908.34.xml,scotland,"['this', 'country', 'the', 'common', 'way', 'of', 'towing', 'clover', 'both', 'in', 'scotland', 'and', 'england', 'is', 'along', 'with', 'wheat', 'oats', 'or', 'barley', 'in']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083908.34.xml,scotland,"['acre', 'however', 'l', 't', 'u', 'r', 'e', 'the', 'farmers', 'in', 'scotland', 'who', 'sow', 'clover', 'with', 'oats', 'or', 'barley', 'find', 'that', 'from']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083908.34.xml,scotland,"['be', 'varied', 'according', 'to', 'the', 'judgment', 'of', 'the', 'farmer', 'in', 'scotland', 'seldom', 'more', 'than', 'one', 'crop', 'of', 'hay', 'in', 'the', 'season']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083921.34.xml,scotland,"['we', 'have', 'so', 'little', 'of', 'that', 'kind', 'of', 'grass', 'in', 'scotland', 'it', 'cannot', 'be', 'expefted', 'that', 'any', 'directions', 'can', 'be', 'given']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083921.34.xml,scotland,"['whoever', 'inclines', 'to', 'try', 'the', 'culture', 'of', 'this', 'grass', 'in', 'scotland', 'ihould', 'take', 'great', 'pains', 'in', 'preparing', 'the', 'land', 'and', 'making']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083921.34.xml,scotland,"['scots', 'acre', 'there', 'is', 'but', 'little', 'of', 'it', 'cultivated', 'in', 'scotland', 'however', 'it', 'has', 'been', 'tried', 'in', 'several', 'parts', 'of', 'this']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083947.34.xml,scotland,"['valuable', 'crops', 'that', 'can', 'be', 'raised', 'the', 'trials', 'made', 'in', 'scotland', 'have', 'been', 'very', 'successful', 'which', 'gives', 'great', 'encouragement', 'to', 'proceed']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188084038.34.xml,scotland,"['father', 'and', 'son', 'aire', 'in', 'geography', 'a', 'seapost', 'town', 'in', 'scotland', 'situated', 'in', 'w', 'long', 'and', 'n', 'lat', 'at', 'the']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188084051.34.xml,scotland,"['thirtyfive', 'miles', 'si', 'e', 'of', 'calais', 'aireshire', 'a', 'county', 'of', 'scotland', 'the', 'capital', 'of', 'which', 'is', 'the', 'town', 'of', 'aire', 'it']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188084077.34.xml,woman,"['they', 'are', 'the', 'ilfue', 'of', 'a', 'white', 'man', 'and', 'black', 'woman', 'and', 'at', 'a', 'didanee', 'might', 'be', 'taken', 'for', 'europeans', 'but']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188084324.34.xml,edinburgh,"['hours', 'thus', 'examp', 'iii', 'suppose', 'the', 'dillance', 'between', 'london', 'and', 'edinburgh', 'to', 'be', 'miles', 'and', 'that', 'a', 'courier', 'sets', 'out', 'from']"
