date, title, edition, archive, filename, search term, sequence
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082826.34.xml,edinburgh,"['of', 'gentlemen', 'in', 'scotland', 'in', 'three', 'volume', 's', 'vol', 'i', 'edinburgh', 'printed', 'for', 'a', 'bell', 'and', 'c', 'macearquhar', 'aid', 'sold', 'by']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082826.34.xml,scotland,"['hundred', 'and', 'sixty', 'copperplates', 'fry', 'a', 'society', 'of', 'gentlemen', 'in', 'scotland', 'in', 'three', 'volume', 's', 'vol', 'i', 'edinburgh', 'printed', 'for', 'a']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082878.34.xml,scotland,"['botanici', 'le', 'grand', 'encyclopedic', 'erskines', 'inftitutes', 'of', 'the', 'law', 'of', 'scotland', 'essays', 'on', 'husbandry', 'foreign', 'eflays', 'on', 'agriculture', 'essays', 'physical', 'and']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082930.34.xml,edinburgh,"['scotland', 'situated', 'in', 'the', 'county', 'of', 'angus', 'about', 'milesnorth', 'of', 'edinburgh', 'its', 'west', 'long', 'is', 'and', 'n', 'lat', 'there', 'was', 'formerly']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082930.34.xml,scotland,"['near', 'the', 'danube', 'aberbrothock', 'one', 'of', 'the', 'royal', 'boroughs', 'of', 'scotland', 'situated', 'in', 'the', 'county', 'of', 'angus', 'about', 'milesnorth', 'of', 'edinburgh']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082930.34.xml,scotland,"['lat', 'there', 'was', 'formerly', 'one', 'of', 'the', 'richest', 'monasteries', 'in', 'scotland', 'in', 'this', 'town', 'it', 'was', 'founded', 'by', 'king', 'william', 'of']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082930.34.xml,scotland,"['in', 'this', 'town', 'it', 'was', 'founded', 'by', 'king', 'william', 'of', 'scotland', 'about', 'the', 'year', 'o', 'in', 'honour', 'of', 'thomas', 'becket', 'archbiffiop']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082943.34.xml,edinburgh,"['the', 'frith', 'of', 'forth', 'about', 'ten', 'miles', 'n', 'w', 'of', 'edinburgh', 'abergaveny', 'in', 'monmouthfhire', 'england', 'a', 'wellbuilt', 'town', 'lying', 'miles', 'w']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082943.34.xml,scotland,"['by', 'king', 'john', 'aberdeen', 'the', 'name', 'of', 'two', 'cities', 'in', 'scotland', 'called', 'the', 'old', 'and', 'new', 'towns', 'situated', 'on', 'the', 'german']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082943.34.xml,scotland,"['by', 'very', 'able', 'profefiors', 'aberdour', 'a', 'small', 'town', 'in', 'fifdhire', 'scotland', 'on', 'the', 'frith', 'of', 'forth', 'about', 'ten', 'miles', 'n', 'w']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188082995.34.xml,woman,"['that', 'furrounc', 't', 'it', 'in', 'the', 'same', 'manner', 'a', 'beautiful', 'woman', 'in', 'a', 'crowd', 'abftra', 'as', 'our', 'thoughts', 'and', 'engrosses', 'our']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083021.34.xml,edinburgh,"['of', 'arts', 'and', 'the', 'academy', 'of', 'painting', 'in', 'scotland', 'the', 'edinburgh', 'society', 'college', 'of', 'phylicians', 'and', 'musical', 'society', 'all', 'which', 'see']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083021.34.xml,scotland,"['the', 'encouragement', 'of', 'arts', 'and', 'the', 'academy', 'of', 'painting', 'in', 'scotland', 'the', 'edinburgh', 'society', 'college', 'of', 'phylicians', 'and', 'musical', 'society', 'all']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083037.34.xml,woman,"['menage', 'academy', 'figure', 'a', 'drawing', 'of', 'a', 'naked', 'man', 'or', 'woman', 'taken', 'from', 'the', 'life', 'which', 'is', 'usually', 'done', 'on', 'paper']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083180.34.xml,scotland,"['of', 'yards', 'each', 'that', 'is', 'square', 'yards', 'an', 'acre', 'in', 'scotland', 'contains', 'square', 'roods', 'square', 'rood', 'is', 'square', 'falls', 'square', 'fall']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083180.34.xml,scotland,"['statute', 'acre', 'is', 'about', 'roods', 'and', 'falls', 'standard', 'measure', 'of', 'scotland', 'a', 'creme', 'in', 'old', 'lawbooks', 'signifies', 'ten', 'acres', 'of', 'land']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083206.34.xml,woman,"['they', 'were', 'kept', 'in', 'the', 'treasury', 'of', 'saturnus', 'actress', 'a', 'woman', 'who', 'performs', 'a', 'part', 'upon', 'the', 'stage', 'women', 'adors', 'wene']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083284.34.xml,scotland,"['a', 'kingdom', 'or', 'state', 'high', 'admiral', 'in', 'the', 'law', 'of', 'scotland', 'a', 'judge', 'inverted', 'with', 'supreme', 'jurifdiftion', 'in', 'all', 'maritime', 'causes']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083284.34.xml,scotland,"['judge', 'inverted', 'with', 'supreme', 'jurifdiftion', 'in', 'all', 'maritime', 'causes', 'within', 'scotland', 'see', 'law', 'title', 'supreme', 'judges', 'and', 'courts', 'of', 'scotland', 'admiral']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083284.34.xml,scotland,"['within', 'scotland', 'see', 'law', 'title', 'supreme', 'judges', 'and', 'courts', 'of', 'scotland', 'admiral', 'also', 'denotes', 'the', 'commander', 'in', 'chief', 'of', 'a', 'single']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083284.34.xml,woman,"['the', 'prince', 'or', 'a', 'vacancy', 'of', 'the', 'throne', 'administratrix', 'a', 'woman', 'who', 'afts', 'as', 'administrator', 'admirabilis', 'in', 'botany', 'a', 'fynonime', 'of']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083297.34.xml,scotland,"['of', 'vermes', 'tertacea', 'see', 'voluta', 'high', 'court', 'of', 'admiralty', 'in', 'scotland', 'the', 'court', 'in', 'which', 'the', 'highadmiral', 'is', 'judge', 'see', 'admiral']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083310.34.xml,scotland,"['civil', 'law', 'obtains', 'kings', 'advocate', 'is', 'the', 'principal', 'crownlawyer', 'in', 'scotland', 'his', 'business', 'is', 'to', 'adt', 'as', 'a', 'public', 'prosecutor', 'and']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083310.34.xml,scotland,"['to', 'prosecute', 'crimes', 'at', 'his', 'own', 'instance', 'faculty', 'advocates', 'in', 'scotland', 'a', 'refpedlable', 'body', 'of', 'lawyers', 'who', 'plead', 'in', 'all', 'causes']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083310.34.xml,woman,"['ad', 'ventrem', 'infpiciendum', 'in', 'law', 'a', 'writ', 'by', 'which', 'a', 'woman', 'is', 'to', 'be', 'searched', 'vhether', 'she', 'be', 'with', 'child', 'by']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083323.34.xml,scotland,"['antiquities', 'the', 'second', 'in', 'englilh', 'upon', 'the', 'municipal', 'law', 'of', 'scotland', 'and', 'in', 'the', 'third', 'he', 'is', 'obliged', 'to', 'defend', 'a']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083323.34.xml,scotland,"['an', 'advocate', 'or', 'lawyer', 'is', 'elteemed', 'the', 'genteeleft', 'profession', 'in', 'scotland', 'many', 'gentlemen', 'of', 'fortune', 'take', 'the', 'degree', 'of', 'advocate', 'without']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083336.34.xml,woman,"['virtue', 'attribute', 'or', 'perfedion', 'a', 'eon', 'in', 'mythology', 'the', 'firli', 'woman', 'according', 'to', 'the', 'phoenician', 'writers', 'a', 'eon', 'among', 'anatomills', 'an']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083349.34.xml,scotland,"['is', 'the', 'bristol', 'channel', 'and', 'many', 'of', 'the', 'friths', 'of', 'scotland', 't', 'estuaries', 'in', 'ancient', 'baths', 'were', 'secret', 'palfages', 'from', 'the']"
1771,"Encyclopaedia Britannica; or, A dictionary of arts and sciences, compiled upon a new plan","First edition, 1771, Volume 1, A-B",/home/tdm/datasets/encyclopaedia-britannica-sample/144133901,alto/188083401.34.xml,woman,"['the', 'mutual', 'plighting', 'of', 'troth', 'between', 'a', 'man', 'and', 'a', 'woman', 'to', 'marry', 'each', 'other', 'affiche', 'a', 'term', 'used', 'by', 'the']"
